Layer,	DRAM_IFMAP_start,	DRAM_IFMAP_stop,	DRAM_IFMAP_bytes,	DRAM_Filter_start,	DRAM_Filter_stop,	DRAM_Filter_bytes,	DRAM_OFMAP_start,	DRAM_OFMAP_stop,	DRAM_OFMAP_bytes,	SRAM_read_start,	SRAM_read_stop,	SRAM_read_bytes,	SRAM_write_start,	SRAM_write_stop,	SRAM_write_bytes,
DSConv1,	-327.0,	-1.0,	3264,	-14.0,	-1.0,	135,	1047.0,	2582.0,	15360,	23.0,	1046.0,	15360,	0.0,	318.0,	13855,	
WA1,	-1536.0,	-1.0,	15360,	-48.0,	-1.0,	480,	1070.0,	4346.0,	32768,	46.0,	1069.0,	32768,	0.0,	510.0,	31231,	
DSConv2,	-327.0,	-1.0,	3264,	-131.0,	-1.0,	1305,	4136.0,	18984.0,	148480,	40.0,	5159.0,	148480,	0.0,	1470.0,	89311,	
WA2,	-10138.0,	-1.0,	101376,	-317.0,	-1.0,	3168,	3231.0,	6507.0,	32768,	130.0,	3230.0,	32768,	0.0,	3198.0,	205951,	
WA2,	-10138.0,	-1.0,	101376,	-317.0,	-1.0,	3168,	3231.0,	6507.0,	32768,	130.0,	3230.0,	32768,	0.0,	3198.0,	205951,	-9831.0,	-1.0,	98304,	-308.0,	-1.0,	3072,	3135.0,	6411.0,	32768,	127.0,	3134.0,	32768,	0.0,	3102.0,	199711,	
DSConv3,	-87.0,	-1.0,	864,	-275.0,	-1.0,	2745,	2600.0,	10407.0,	78080,	40.0,	2599.0,	78080,	0.0,	750.0,	45751,	
WA3,	-5172.0,	-1.0,	51712,	-647.0,	-1.0,	6464,	1679.0,	2498.0,	8192,	233.0,	1678.0,	8192,	0.0,	1646.0,	105071,	
WA3,	-5172.0,	-1.0,	51712,	-647.0,	-1.0,	6464,	1679.0,	2498.0,	8192,	233.0,	1678.0,	8192,	0.0,	1646.0,	105071,	-4864.0,	-1.0,	48640,	-608.0,	-1.0,	6080,	1583.0,	2402.0,	8192,	221.0,	1582.0,	8192,	0.0,	1550.0,	98831,	
WA3,	-5172.0,	-1.0,	51712,	-647.0,	-1.0,	6464,	1679.0,	2498.0,	8192,	233.0,	1678.0,	8192,	0.0,	1646.0,	105071,	-4864.0,	-1.0,	48640,	-608.0,	-1.0,	6080,	1583.0,	2402.0,	8192,	221.0,	1582.0,	8192,	0.0,	1550.0,	98831,	-5274.0,	-1.0,	52736,	-660.0,	-1.0,	6592,	1711.0,	2530.0,	8192,	237.0,	1710.0,	8192,	0.0,	1678.0,	107151,	
DSConv4,	-87.0,	-1.0,	864,	-410.0,	-1.0,	4095,	3880.0,	15527.0,	116480,	40.0,	3879.0,	116480,	0.0,	1110.0,	68431,	
