Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, bases,
WA69,       8,    16,     1,    1,     1280,  256,    1,
WA70,       8,    8,      1,    1,     256,   1024,   1,

WA70,       8,    8,      1,    1,     1024,  256,    1,
DSConv71,   10,   10,     3,    3,     256,   1280,   1,        5,
WA71,       8,    16,     1,    1,     1280,  256,    1,
WA72,       8,    8,      1,    1,     256,   1024,   1,

WA73,       8,    8,      1,    1,     1024,  256,    1,
DSConv74,   10,   10,     3,    3,     256,   1280,   1,        5,
WA74,       8,    16,     1,    1,     1280,  256,    1,
WA75,       8,    8,      1,    1,     256,   1024,   1,

WA76,       8,    8,      1,    1,     1024,  256,    1,
DSConv77,   10,   10,     3,    3,     256,   1280,   1,        5,
WA77,       8,    16,     1,    1,     1280,  256,    1,
WA78,       8,    8,      1,    1,     256,   1024,   1,

WA79,       8,    8,      1,    1,     1024,  256,    1,
DSConv80,   10,   10,     3,    3,     256,   1280,   1,        5,
WA80,       8,    16,     1,    1,     1280,  256,    1,
WA81,       8,    8,      1,    1,     256,   1024,   1,

WA82,       8,    8,      1,    1,     1024,  256,    1,
DSConv83,   10,   10,     3,    3,     256,   1280,   1,        5,
WA83,       8,    16,     1,    1,     1280,  256,    1,
WA84,       8,    8,      1,    1,     256,   1024,   1,

WA85,       8,    8,      1,    1,     1024,  256,    1,
DSConv86,   10,   10,     3,    3,     256,   1280,   1,        5,
WA86,       8,    16,     1,    1,     1280,  256,    1,
WA87,       8,    8,      1,    1,     256,   1024,   1,

WA88,       8,    8,      1,    1,     1024,  256,    1,
DSConv89,   10,   10,     3,    3,     256,   1280,   1,        5,
WA89,       8,    16,     1,    1,     1280,  256,    1,
WA90,       8,    8,      1,    1,     256,   1024,   1,

WA91,       8,    8,      1,    1,     1024,  256,    1,
DSConv92,   10,   10,     3,    3,     256,   1280,   1,        5,
WA92,       8,    16,     1,    1,     1280,  256,    1,
WA93,       8,    8,      1,    1,     256,   1024,   1,

WA94,       8,    8,      1,    1,     1024,  256,    1,
DSConv95,   10,   10,     3,    3,     256,   1280,   1,        5,
WA95,       8,    16,     1,    1,     1280,  256,    1,
WA96,       8,    8,      1,    1,     256,   1024,   1,

WA97,       8,    8,      1,    1,     1024,  256,    1,
DSConv98,   10,   10,     3,    3,     256,   1280,   1,        5,
WA98,       8,    16,     1,    1,     1280,  256,    1,
WA99,       8,    8,      1,    1,     256,   1024,   1,

WA100,      8,    8,      1,    1,     1024,  256,    1,
DSConv101,  10,   10,     3,    3,     256,   1280,   1,        5,
WA102,      8,    16,     1,    1,     1280,  256,    1,
WA103,      8,    8,      1,    1,     256,   1024,   1,

WA104,      8,    8,      1,    1,     1024,  256,    1,
DSConv105,  10,   10,     3,    3,     256,   1280,   1,        5,
WA105,      8,    16,     1,    1,     1280,  256,    1,
WA106,      8,    8,      1,    1,     256,   1024,   1,

WA107,      8,    8,      1,    1,     1024,  256,    1,
DSConv108,  10,   10,     3,    3,     256,   1280,   1,        5,
WA108,      8,    16,     1,    1,     1280,  256,    1,
WA109,      8,    8,      1,    1,     256,   1024,   1,

WA110,      8,    8,      1,    1,     1024,  256,    1,
DSConv111,  10,   10,     3,    3,     256,   1280,   1,        5,
WA111,      8,    16,     1,    1,     1280,  256,    1,
WA112,      8,    8,      1,    1,     256,   1024,   1,

WA113,      8,    8,      1,    1,     1024,  256,    1,
DSConv114,  10,   10,     3,    3,     256,   1280,   1,        5,
WA114,      8,    16,     1,    1,     1280,  256,    1,
WA115,      8,    8,      1,    1,     256,   1024,   1,

WA116,      8,    8,      1,    1,     1024,  256,    1,
DSConv117,  10,   10,     3,    3,     256,   1280,   1,        5,
WA117,      8,    16,     1,    1,     1280,  256,    1,
WA118,      8,    8,      1,    1,     256,   1024,   1,

WA119,      8,    8,      1,    1,     1024,  256,    1,
DSConv120,  10,   10,     3,    3,     256,   1280,   1,        5,
WA120,      8,    16,     1,    1,     1280,  256,    1,
WA121,      8,    8,      1,    1,     256,   1024,   1,

WA122,      8,    8,      1,    1,     1024,  256,    1,
DSConv123,  10,   10,     3,    3,     256,   1280,   1,        5,
WA123,      8,    16,     1,    1,     1280,  256,    1,
WA124,      8,    8,      1,    1,     256,   1024,   1,

WA125,      8,    8,      1,    1,     1024,  256,    1,
DSConv126,  10,   10,     3,    3,     256,   1280,   1,        5,
WA126,      8,    16,     1,    1,     1280,  256,    1,
WA127,      8,    8,      1,    1,     256,   1024,   1,

WA128,      8,    8,      1,    1,     1024,  256,    1,
DSConv129,  10,   10,     3,    3,     256,   1280,   1,        5,
WA129,      8,    16,     1,    1,     1280,  256,    1,
WA130,      8,    8,      1,    1,     256,   1024,   1,

WA131,      8,    8,      1,    1,     1024,  256,    1,
DSConv132,  10,   10,     3,    3,     256,   1280,   1,        5,
WA132,      8,    16,     1,    1,     1280,  256,    1,
WA133,      8,    8,      1,    1,     256,   1024,   1,

WA134,      8,    8,      1,    1,     1024,  256,    1,
DSConv135,  10,   10,     3,    3,     256,   1280,   1,        5,
WA135,      8,    16,     1,    1,     1280,  256,    1,
WA136,      8,    8,      1,    1,     256,   1024,   1,

WA137,      8,    8,      1,    1,     1024,  256,    1,
DSConv138,  10,   10,     3,    3,     256,   1280,   1,        5,
WA138,      8,    16,     1,    1,     1280,  256,    1,
WA139,      8,    8,      1,    1,     256,   1024,   1,

WA140,      8,    8,      1,    1,     1024,  256,    1,
DSConv141,  10,   10,     3,    3,     256,   1280,   1,        5,
WA141,      8,    16,     1,    1,     1280,  256,    1,
WA142,      8,    8,      1,    1,     256,   1024,   1,

WA143,      8,    8,      1,    1,     1024,  256,    1,
DSConv144,  10,   10,     3,    3,     256,   1280,   1,        5,
WA144,      8,    16,     1,    1,     1280,  256,    1,
WA145,      8,    8,      1,    1,     256,   1024,   1,

WA146,	    8,	  8,	  1,	1,     1024,  512,    1,
DSConv147,  10,	  10,	  3,	3,     512,   2560,   2,	5,
WA147,	    4,	  4,	  1,	1,     2560,  512,    1,
WA148,	    4,	  4,	  1,	1,     512,   2048,   1,

WA149,	    8,	  8,	  1,	1,     1024,  2048,   2,

WA150,	    4,	  4,	  1,	1,     2048,  512,    1,
DSConv151,  6,	  6,	  3,	3,     512,   2560,   1,	5,
WA151,	    4,	  4,	  1,	1,     2560,  512,    1,
WA152,	    4,	  4,	  1,	1,     512,   2048,   1,

WA153,	    4,	  4,	  1,	1,     2048,  512,    1,
DSConv154,  6,	  6,	  3,	3,     512,   2560,   1,	5,
WA154,	    4,	  4,	  1,	1,     2560,  512,    1,
WA155,	    4,	  4,	  1,	1,     512,   2048,   1,

FC1,	    1,	  1,	  1,	1,     2048,  10,     1,
