Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, bases,
DSConv1,    34,	  34,	  3,	3,     3,     320,    1,     5,
WA1,	    32,	  32,	  1,	1,     320,   64,     1,

WA2,	    32,	  32,	  1,	1,     64,    64,     1,
DSConv3,    34,	  34,	  3,	3,     64,    320,    1,	5,
WA3,	    32,	  32,	  1,	1,     320,   64,     1,
WA4,	    32,	  32,	  1,	1,     64,    256,    1,

WA5,	    32,	  32,	  1,	1,     64,    256,    1,

WA6,	    32,	  32,	  1,	1,     256,   64,     1,
DSConv7,    34,	  34,	  3,	3,     64,    320,    1,	5,
WA7,	    32,	  32,	  1,	1,     320,   64,     1,
WA8,	    32,	  32,	  1,	1,     64,    256,    1,

WA9,	    32,	  32,	  1,	1,     256,   64,     1,
DSConv10,   34,	  34,	  3,	3,     64,    320,    1,	5,
WA10,	    32,	  32,	  1,	1,     320,   64,     1,
WA11,	    32,	  32,	  1,	1,     64,    256,    1,

WA12,	    32,	  32,	  1,	1,     256,   128,    1,
DSConv13,   34,	  34,	  3,	3,     128,   640,    2,	5,
WA13,	    16,	  16,	  1,	1,     640,   128,    1,
WA14,	    16,	  16,	  1,	1,     128,   512,    1,

WA15,	    32,	  32,	  1,	1,     256,   512,    2,

WA16,	    16,	  16,	  1,	1,     512,   128,    1,
DSConv17,   18,	  18,	  3,	3,     128,   640,    1,	5,
WA17,	    16,	  16,	  1,	1,     640,   128,    1,
WA18,	    16,	  16,	  1,	1,     128,   512,    1,

WA19,	    16,	  16,	  1,	1,     512,   128,    1,
DSConv20,   18,	  18,	  3,	3,     128,   640,    1,	5,
WA20,	    16,	  16,	  1,	1,     640,   128,    1,
WA21,	    16,	  16,	  1,	1,     128,   512,    1,

WA22,	    16,	  16,	  1,	1,     512,   128,    1,
DSConv23,   18,	  18,	  3,	3,     128,   640,    1,	5,
WA23,	    16,	  16,	  1,	1,     640,   128,    1,
WA24,	    16,	  16,	  1,	1,     128,   512,    1,

WA25,       16,   16,     1,	1,     512,   128,    1,
DSConv26,   18,   18,     3,	3,     128,   640,    1,	5,
WA26,       16,   16,     1,	1,     640,   128,    1,
WA27,       16,   16,     1,	1,     128,   512,    1,

WA28,       16,   16,     1,    1,     512,   128,    1,
DSConv29,   18,   18,     3,    3,     128,   640,    1,        5,
WA29,       16,   16,     1,    1,     640,   128,    1,
WA30,       16,   16,     1,    1,     128,   512,    1,

WA31,       16,   16,     1,    1,     512,   128,    1,
DSConv32,   18,   18,     3,    3,     128,   640,    1,        5,
WA32,       16,   16,     1,    1,     640,   128,    1,
WA33,       16,   16,     1,    1,     128,   512,    1,

WA34,       16,   16,     1,    1,     512,   128,    1,
DSConv35,   18,   18,     3,    3,     128,   640,    1,        5,
WA35,       16,   16,     1,    1,     640,   128,    1,
WA36,       16,   16,     1,    1,     128,   512,    1,

WA37,	    16,	  16,	  1,	1,     512,   256,    1,
DSConv38,   18,	  18,	  3,	3,     256,   1280,   2,	5,
WA38,	    8,	  8,	  1,	1,     1280,  256,    1,
WA39,	    8,	  8,	  1,	1,     256,   1024,   1,

WA40,	    16,	  16,	  1,	1,     512,   1024,   2,

WA41,	    8,	  8,	  1,	1,     1024,  256,    1,
DSConv42,   10,	  10,	  3,	3,     256,   1280,   1,	5,
WA42,	    8,	  8,	  1,	1,     1280,  256,    1,
WA43,	    8,	  8,	  1,	1,     256,   1024,   1,

WA44,       8,    8,	  1,	1,     1024,  256,    1,
DSConv45,   10,   10,     3,	3,     256,   1280,   1,	5,
WA45,       8,    16,     1,	1,     1280,  256,    1,
WA46,       8,    8,      1,	1,     256,   1024,   1,

WA47,       8,    8,      1,    1,     1024,  256,    1,
DSConv48,   10,   10,     3,    3,     256,   1280,   1,        5,
WA48,       8,    16,     1,    1,     1280,  256,    1,
WA49,       8,    8,      1,    1,     256,   1024,   1,

WA50,       8,    8,      1,    1,     1024,  256,    1,
DSConv51,   10,   10,     3,    3,     256,   1280,   1,        5,
WA51,       8,    16,     1,    1,     1280,  256,    1,
WA52,       8,    8,      1,    1,     256,   1024,   1,

WA53,       8,    8,      1,    1,     1024,  256,    1,
DSConv54,   10,   10,     3,    3,     256,   1280,   1,        5,
WA54,       8,    16,     1,    1,     1280,  256,    1,
WA55,       8,    8,      1,    1,     256,   1024,   1,

WA56,       8,    8,      1,    1,     1024,  256,    1,
DSConv57,   10,   10,     3,    3,     256,   1280,   1,        5,
WA57,       8,    16,     1,    1,     1280,  256,    1,
WA58,       8,    8,      1,    1,     256,   1024,   1,

WA59,       8,    8,      1,    1,     1024,  256,    1,
DSConv60,   10,   10,     3,    3,     256,   1280,   1,        5,
WA60,       8,    16,     1,    1,     1280,  256,    1,
WA61,       8,    8,      1,    1,     256,   1024,   1,

WA62,       8,    8,      1,    1,     1024,  256,    1,
DSConv63,   10,   10,     3,    3,     256,   1280,   1,        5,
WA63,       8,    16,     1,    1,     1280,  256,    1,
WA64,       8,    8,      1,    1,     256,   1024,   1,

WA65,       8,    8,      1,    1,     1024,  256,    1,
DSConv66,   10,   10,     3,    3,     256,   1280,   1,        5,
WA66,       8,    16,     1,    1,     1280,  256,    1,
WA67,       8,    8,      1,    1,     256,   1024,   1,

WA68,       8,    8,      1,    1,     1024,  256,    1,
DSConv69,   10,   10,     3,    3,     256,   1280,   1,        5,
