Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,

DSConv1,  34, 34, 3, 3, 3,   14,  1,
WA1,	  32, 32, 1, 1,	14,  16,  1,

DSConv2,  34, 34, 3, 3, 16,  34,  1,
WA2,	  32, 32, 1, 1,	34,  16,  1,
DSConv3,  34, 34, 3, 3, 16,  62,  1,
WA3,	  32, 32, 1, 1,	62,  16,  1,
DSConv4,  34, 34, 3, 3, 16,  41,  1,
WA4,	  32, 32, 1, 1,	41,  16,  1,
DSConv5,  34, 34, 3, 3, 16,  61,  1,
WA5,	  32, 32, 1, 1,	61,  16,  1,
DSConv6,  34, 34, 3, 3, 16,  53,  1,
WA6,	  32, 32, 1, 1,	53,  16,  1,
DSConv7,  34, 34, 3, 3, 16,  59,  1,
WA7,	  32, 32, 1, 1,	59,  16,  1,
DSConv8,  34, 34, 3, 3, 16,  56,  1,
WA8,	  32, 32, 1, 1,	56,  16,  1,
DSConv9,  34, 34, 3, 3, 16,  64,  1,
WA9,	  32, 32, 1, 1,	64,  16,  1,
DSConv10, 34, 34, 3, 3, 16,  57,  1,
WA10,	  32, 32, 1, 1,	57,  16,  1,
DSConv11, 34, 34, 3, 3, 16,  61,  1,
WA11,	  32, 32, 1, 1,	61,  16,  1,
DSConv12, 34, 34, 3, 3, 16,  61,  1,
WA12,	  32, 32, 1, 1,	61,  16,  1,
DSConv13, 34, 34, 3, 3, 16,  68,  1,
WA13,	  32, 32, 1, 1,	68,  16,  1,
DSConv14, 34, 34, 3, 3, 16,  57,  1,
WA14,	  32, 32, 1, 1,	57,  16,  1,
DSConv15, 34, 34, 3, 3, 16,  62,  1,
WA15,	  32, 32, 1, 1,	62,  16,  1,
DSConv16, 34, 34, 3, 3, 16,  67,  1,
WA16,	  32, 32, 1, 1,	67,  16,  1,
DSConv17, 34, 34, 3, 3, 16,  63,  1,
WA17,	  32, 32, 1, 1,	63,  16,  1,
DSConv18, 34, 34, 3, 3, 16,  63,  1,
WA18,	  32, 32, 1, 1,	63,  16,  1,
DSConv19, 34, 34, 3, 3, 16,  60,  1,
WA19,	  32, 32, 1, 1,	60,  16,  1,

DSConv20, 34, 34, 3, 3, 16,  66, 2,
WA20,	  16, 16, 1, 1,	66,  32,  1,
DSConv21, 18, 18, 3, 3, 32,  154, 1,
WA21,	  16, 16, 1, 1,	154, 32,  1,
DSConv22, 18, 18, 3, 3, 32,  126, 1,
WA22,	  16, 16, 1, 1,	126, 32,  1,
DSConv23, 18, 18, 3, 3, 32,  159, 1,
WA23,	  16, 16, 1, 1,	159, 32,  1,
DSConv24, 18, 18, 3, 3, 32,  136, 1,
WA24,	  16, 16, 1, 1,	136, 32,  1,
DSConv25, 18, 18, 3, 3, 32,  159, 1,
WA25,	  16, 16, 1, 1,	159, 32,  1,
DSConv26, 18, 18, 3, 3, 32,  142, 1,
WA26,	  16, 16, 1, 1,	142, 32,  1,
DSConv27, 18, 18, 3, 3, 32,  155, 1,
WA27,	  16, 16, 1, 1,	155, 32,  1,
DSConv28, 18, 18, 3, 3, 32,  138, 1,
WA28,	  16, 16, 1, 1,	138, 32,  1,
DSConv29, 18, 18, 3, 3, 32,  159, 1,
