Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
DSConv11, 7,   7,      3, 3,    512,  954,      1,
WA11,     5,   5,      1, 1,    954,  512,      1,
