Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
Conv1,  224, 224,    11, 11,    3,      63,     1,
Conv2,  55, 55,    5,  5,     63,     48,    1,
Conv3,  27, 27,      3, 3,      48,     173,    1,
Conv4,  13, 13,      3, 3,      173,    141,    1,
Conv5,  13, 13,      3, 3,      141,    156,    1,
FC1,	  1,   1,	     1,	1,	5616,	4096,	1,
FC2,	  1,   1,	     1,	1,	4096,	4096,	1,
FC3,	  1,   1,	     1,	1,	4096,	1000,	1,
